order_id,customer_id,shipper_id,product_id,quantity,car_price,order_date,ship_date,discount,ship_mode,shipping,customer_feedback,quarter_number
51389-119,60971-1176,3170,4083,2,79346.50975,6/19/2018,7/24/2018,0.63,Second Class,Truck,Bad,2
54868-6368,0093-6126,3264,4213,1,81678.91273,6/20/2018,7/25/2018,0.61,Same Day,Truck,Good,2
59535-1051,54162-004,2308,3898,2,69620.50205,6/21/2018,7/26/2018,0.57,Standard Class,Truck,Okay,2
60505-0027,51079-768,1751,3807,1,91247.87528,6/22/2018,7/27/2018,0.58,Standard Class,Truck,Good,2
0555-0286,30142-733,1833,4584,2,86069.70588,6/22/2018,7/27/2018,0.67,Standard Class,Air,Very Good,2
36800-443,37808-817,2041,4292,2,84273.93085,6/23/2018,7/28/2018,0.62,First Class,Air,Bad,2
50742-109,63736-013,1591,3630,2,81527.70325,6/25/2018,7/30/2018,0.56,Same Day,Air,Okay,2
0603-3968,52685-427,3140,4468,2,80148.56805,6/25/2018,7/30/2018,0.58,Standard Class,Air,Bad,2
13537-138,60505-2664,3122,4377,2,69631.71398,6/25/2018,7/30/2018,0.67,Same Day,Air,Very Bad,2
42023-167,42924-001,3637,3611,2,78245.48308,6/26/2018,7/31/2018,0.51,Second Class,Truck,Very Bad,2
55154-4989,41250-167,3082,4826,2,81411.2048,6/26/2018,7/31/2018,0.56,Second Class,Air,Okay,2
55154-6260,0404-6620,1935,4508,2,93724.76253,6/26/2018,7/31/2018,0.55,Standard Class,Air,Very Bad,2
63459-201,52810-212,3193,3727,1,75350.783,6/5/2018,8/8/2018,0.62,Standard Class,Truck,Good,2
60512-6445,41250-236,1981,4536,2,74482.97805,6/28/2018,7/8/2018,0.58,Standard Class,Truck,Very Bad,2
68703-126,0378-3000,1721,3527,1,69000.50313,6/21/2018,7/17/2018,0.63,Standard Class,Truck,Very Bad,2
65342-1377,51346-179,1315,4291,2,91477.16745,6/13/2018,8/11/2018,0.55,Standard Class,Truck,Good,2
52164-1120,57664-056,3247,4218,1,72769.80178,6/28/2018,7/10/2018,0.57,Same Day,Truck,Bad,2
63629-3868,0024-2792,1435,4881,2,88883.11705,6/29/2018,8/18/2018,0.5,First Class,Air,Very Bad,2
75936-111,63629-1346,2613,4918,2,97395.57805,6/30/2018,7/12/2018,0.68,Standard Class,Air,Bad,2
0179-0013,42546-175,1446,4574,2,72699.7248,6/23/2018,7/8/2018,0.59,Second Class,Truck,Bad,2
41250-897,55154-3953,3847,4091,2,70843.97038,6/14/2018,8/8/2018,0.56,Same Day,Air,Very Bad,2
41268-215,41163-271,2279,3697,2,74476.21375,6/19/2018,7/8/2018,0.56,First Class,Truck,Okay,2
51452-004,53877-009,2121,4892,1,88621.4012,4/5/2018,7/6/2018,0.62,Second Class,Truck,Okay,2
53499-5149,36987-1248,3843,3518,1,68732.2478,4/5/2018,5/17/2018,0.65,Same Day,Air,Very Good,2
55910-105,64725-0773,1374,3634,2,74569.03715,4/5/2018,8/6/2018,0.55,First Class,Truck,Bad,2
65044-0611,68180-750,2285,3642,2,80523.96715,4/5/2018,5/16/2018,0.68,Second Class,Air,Good,2
65342-0100,51060-045,2651,3779,1,92736.7153,5/5/2018,12/5/2018,0.51,Second Class,Truck,Very Good,2
66993-664,49520-501,3906,4533,2,71915.32015,5/5/2018,8/6/2018,0.54,Standard Class,Air,Very Good,2
54575-196,65044-1791,3052,4577,1,79991.0928,5/5/2018,5/5/2018,0.51,Second Class,Truck,Very Bad,2
64406-005,0527-1326,1453,4546,1,97103.85295,5/5/2018,11/6/2018,0.64,Same Day,Truck,Very Good,2
68788-9714,52959-386,2705,3781,1,88262.33613,5/5/2018,11/6/2018,0.61,Same Day,Air,Very Good,2
51393-6668,62175-891,3302,4580,1,83047.83305,5/5/2018,11/6/2018,0.7,Standard Class,Air,Okay,2
61748-025,57955-5130,1600,4369,1,74401.435,4/5/2018,6/13/2018,0.5,Second Class,Air,Bad,2
10096-0258,10544-151,2762,4855,2,88820.58638,6/5/2018,12/5/2018,0.51,Standard Class,Truck,Bad,2
21695-388,49348-274,3543,4701,1,72738.57065,6/5/2018,12/6/2018,0.64,Same Day,Truck,Okay,2
57237-082,0395-1003,3984,4453,2,91478.34045,5/13/2018,6/16/2018,0.52,Same Day,Truck,Okay,2
16781-391,50436-6624,3978,4672,2,93301.95468,5/13/2018,12/6/2018,0.54,Standard Class,Truck,Very Good,2
51367-008,0944-4351,1065,4618,1,87969.74105,5/13/2018,6/17/2018,0.55,Second Class,Air,Bad,2
0268-6694,60760-224,2538,4974,1,72803.8481,5/15/2018,11/6/2018,0.51,Standard Class,Truck,Bad,2
0270-1314,0378-3005,3544,4075,2,72410.08178,5/16/2018,6/20/2018,0.55,Same Day,Air,Okay,2
57520-0111,55316-426,1985,3909,1,86617.24273,5/19/2018,6/23/2018,0.7,First Class,Truck,Bad,2
16590-774,0006-0740,1359,4102,2,93062.93638,5/19/2018,5/24/2018,0.5,Second Class,Truck,Okay,2
60429-145,54868-3533,2661,4410,1,94379.23788,5/19/2018,6/23/2018,0.56,Second Class,Air,Very Bad,2
64942-0819,75936-113,1436,3833,1,80972.66898,5/19/2018,6/23/2018,0.64,Second Class,Air,Good,2
68327-030,0555-0767,1548,4407,1,84346.31473,5/19/2018,6/23/2018,0.63,Standard Class,Truck,Okay,2
42808-300,36987-2515,3258,4988,2,94088.89105,5/20/2018,6/24/2018,0.69,First Class,Truck,Okay,2
51514-0304,52642-006,2935,4124,2,85792.14475,5/20/2018,6/24/2018,0.66,First Class,Truck,Very Bad,2
54057-682,54838-144,2844,4405,1,75433.7141,5/22/2018,6/26/2018,0.59,Standard Class,Truck,Good,2
55111-341,49288-0326,3428,4335,2,69577.32588,4/17/2018,4/24/2018,0.59,Second Class,Air,Very Bad,2
0220-9322,53603-1006,2920,3600,2,75645.03005,4/17/2018,5/22/2018,0.52,First Class,Air,Okay,2
49349-334,0498-0401,3914,4023,1,72362.2136,4/18/2018,5/23/2018,0.51,First Class,Truck,Good,2
76340-4001,61722-160,2922,4189,1,88685.53498,4/18/2018,5/23/2018,0.7,Second Class,Truck,Very Good,2
36987-1208,58232-0024,2413,4150,1,96926.6713,4/18/2018,10/5/2018,0.65,First Class,Air,Very Bad,2
52125-877,76328-333,1781,4172,1,91774.00488,4/18/2018,4/21/2018,0.66,Second Class,Truck,Very Good,2
0591-5882,68472-081,2738,3604,1,84157.3151,4/19/2018,4/30/2018,0.67,First Class,Truck,Very Good,2
65342-1007,56149-001,1296,3531,2,86129.86123,4/19/2018,5/26/2018,0.57,Standard Class,Air,Okay,2
59062-1381,65044-6693,1569,4557,2,81358.0679,4/19/2018,5/24/2018,0.57,Second Class,Air,Good,2
62037-938,0185-0128,1023,4192,2,91414.12848,4/20/2018,5/25/2018,0.59,Standard Class,Air,Okay,2
0270-0149,50268-452,3378,4711,1,72582.10223,4/20/2018,5/25/2018,0.69,Same Day,Truck,Bad,2
49967-715,42957-001,3338,3804,2,77473.4829,4/21/2018,5/26/2018,0.6,First Class,Truck,Okay,2
50845-0046,63187-009,1134,4668,1,95762.83048,4/22/2018,5/14/2018,0.64,Same Day,Air,Very Good,2
67544-023,47335-203,3470,3629,2,78887.52463,4/22/2018,5/30/2018,0.52,First Class,Truck,Okay,2
0078-0592,53247-330,1720,4647,2,70757.60825,4/22/2018,5/27/2018,0.62,First Class,Air,Bad,2
41250-318,21695-835,2380,3637,1,72660.53683,4/23/2018,10/6/2018,0.53,Standard Class,Air,Okay,2
42254-305,49817-1992,3985,3906,1,80997.14558,4/24/2018,5/30/2018,0.64,First Class,Air,Very Bad,2
68180-517,59535-1041,1462,4060,2,92734.51593,4/24/2018,7/6/2018,0.62,First Class,Truck,Very Bad,2
69097-151,60505-3673,3104,4943,2,71585.6876,4/24/2018,11/5/2018,0.67,Standard Class,Air,Bad,2
68462-296,63629-1671,1283,4096,1,86775.1383,4/24/2018,7/5/2018,0.57,First Class,Air,Bad,2
76436-204,66993-902,1135,3767,1,91421.16648,4/24/2018,5/29/2018,0.5,Second Class,Air,Okay,2
11822-0413,59262-259,2789,4849,1,73777.46743,4/25/2018,5/17/2018,0.56,Standard Class,Truck,Good,2
35356-765,21695-146,2366,4244,2,77169.29468,4/25/2018,6/13/2018,0.66,First Class,Air,Bad,2
49967-206,44523-450,3316,3625,1,88963.70215,4/26/2018,5/31/2018,0.5,First Class,Air,Very Good,2
51514-0333,0185-0157,2819,4191,2,86151.82565,4/26/2018,5/31/2018,0.69,Second Class,Air,Very Bad,2
43353-538,61667-001,2761,4901,2,89427.1349,4/26/2018,5/31/2018,0.7,Same Day,Truck,Good,2
64720-321,61699-4888,2203,4537,1,73944.32668,4/27/2018,6/16/2018,0.57,Same Day,Air,Very Bad,2
33261-810,54838-551,3817,4931,1,73575.3693,4/27/2018,4/30/2018,0.69,First Class,Truck,Very Good,2
51079-375,55154-5880,3983,4870,2,89066.45695,4/27/2018,4/29/2018,0.54,Second Class,Truck,Very Good,2
0093-0132,43742-0185,2363,4796,1,83157.65518,4/27/2018,6/6/2018,0.64,First Class,Air,Good,2
0096-0738,50036-571,1487,4969,2,93601.73438,4/28/2018,5/29/2018,0.63,Second Class,Truck,Good,2
0113-2476,37808-351,2469,4712,1,72362.6828,4/4/2018,7/5/2018,0.6,Same Day,Truck,Good,2
10578-004,59088-864,2025,4144,2,84495.5301,4/4/2018,4/28/2018,0.6,Standard Class,Air,Good,2
30142-008,67386-421,2102,4641,2,92184.21275,4/4/2018,7/5/2018,0.58,Same Day,Air,Very Good,2
37808-431,41520-873,1800,4737,2,70869.4147,4/4/2018,5/23/2018,0.6,Second Class,Air,Bad,2
51991-793,65862-697,2910,3883,2,80073.6329,4/4/2018,7/5/2018,0.63,Standard Class,Air,Very Bad,2
0054-0254,64980-183,3643,4006,2,70735.1844,4/4/2018,8/5/2018,0.61,First Class,Air,Very Good,2
48102-012,69161-002,2149,3708,2,83866.55,7/1/2018,11/8/2018,0.73,Same Day,Truck,Okay,3
52125-451,60681-2301,1700,4460,2,73374.99,8/11/2018,11/8/2018,0.73,Second Class,Truck,Okay,3
33261-460,54868-4986,3476,3983,1,83244.7,7/1/2018,12/8/2019,0.69,Standard Class,Air,Good,3
45963-346,0363-1024,3538,4704,1,91897.26,7/1/2018,12/8/2019,0.7,Second Class,Truck,Good,3
41250-854,36987-2864,3721,3973,1,96522.74,8/1/2018,9/12/2018,0.78,Standard Class,Air,Okay,3
43742-0012,53620-101,1215,4591,2,87501.19,8/1/2018,8/12/2018,0.61,Second Class,Air,Bad,3
55111-220,21695-655,1409,3628,2,88058.94,9/1/2018,12/12/2019,0.73,First Class,Truck,Very Bad,3
55319-050,21695-975,3940,4493,2,78636.95,9/1/2018,12/12/2019,0.7,Same Day,Truck,Good,3
64117-149,43857-0294,2330,4194,1,92044.91,9/1/2018,12/12/2019,0.76,First Class,Air,Bad,3
0173-0838,43196-514,3795,3579,2,74182.73,7/1/2018,9/8/2018,0.69,Same Day,Truck,Very Bad,3
56062-027,70253-348,3965,4015,1,91062.82,7/1/2018,9/8/2018,0.65,Second Class,Truck,Very Good,3
0258-3687,65365-005,1082,4935,1,90076.2,7/1/2018,10/8/2018,0.73,Same Day,Truck,Very Good,3
11410-800,49967-159,1194,3840,2,89015.98,7/1/2018,10/8/2018,0.67,Second Class,Air,Bad,3
42808-201,49715-019,2896,4506,2,76138.32,7/1/2018,10/8/2018,0.75,Second Class,Air,Bad,3
28107-010,41520-190,2909,3674,2,92967.74,7/7/2018,11/8/2018,0.68,Standard Class,Air,Bad,3
0527-1376,57520-0112,1003,4975,1,99629.95,8/7/2018,12/8/2019,0.66,First Class,Truck,Bad,3
16714-387,49938-102,3801,3839,2,89138.74,8/7/2018,12/8/2019,0.67,Standard Class,Air,Bad,3
0268-0710,35356-544,3219,4362,1,87237.49,9/7/2018,12/13/2019,0.65,First Class,Truck,Bad,3
50436-5891,62670-4458,1131,4666,1,93090.37,9/7/2018,12/13/2019,0.67,Same Day,Truck,Very Good,3
50563-200,55648-177,2491,4425,1,77386.94,9/7/2018,12/13/2019,0.63,Second Class,Truck,Very Good,3
51138-067,11523-1314,3151,4178,1,84941.17,9/7/2018,12/13/2019,0.62,Same Day,Truck,Good,3
30142-910,65342-0001,2364,4066,1,76721.81,9/1/2018,12/14/2019,0.68,First Class,Air,Very Bad,3
50198-2826,68105-005,3059,4437,1,95975.43,9/1/2018,12/14/2019,0.71,Standard Class,Truck,Very Bad,3
30142-770,52125-618,1486,4043,2,85477.5,8/1/2018,8/15/2018,0.73,Standard Class,Truck,Bad,3
52642-006,46122-245,2326,4324,1,70858.54,8/1/2018,8/15/2018,0.63,Second Class,Air,Very Good,3
61957-1025,63629-4018,1550,4818,1,80744.27,8/1/2018,8/15/2018,0.63,Second Class,Air,Very Good,3
67467-182,0168-0277,2496,4063,1,71141.72,8/1/2018,8/15/2018,0.61,First Class,Air,Okay,3
68788-9038,41520-851,3083,4823,2,84894.96,8/1/2018,8/15/2018,0.73,Standard Class,Truck,Okay,3
0054-0243,65966-001,3204,4575,1,95090.46,7/1/2018,8/16/2018,0.67,First Class,Truck,Good,3
55154-3395,53389-251,2151,4776,2,95509.11,7/1/2018,8/16/2018,0.67,Second Class,Air,Very Good,3
65862-134,37012-484,1109,4128,1,86940.2,7/1/2018,8/16/2018,0.64,First Class,Truck,Good,3
76049-620,0065-0530,1022,4046,2,78151.87,7/1/2018,8/16/2018,0.71,First Class,Truck,Okay,3
48951-2084,68682-004,2978,4200,2,74973.65,7/13/2018,8/17/2018,0.75,Standard Class,Air,Very Good,3
61442-363,30142-462,3640,4201,1,91367.44,7/13/2018,8/17/2018,0.67,Second Class,Air,Very Good,3
63717-871,76485-1007,2391,3926,2,70361.22,7/13/2018,8/17/2018,0.63,Standard Class,Truck,Very Bad,3
031613-0459,52686-274,1195,4348,1,81536.03,7/14/2018,8/18/2018,0.61,First Class,Truck,Good,3
49999-338,0682-0334,3381,4502,2,89628.23,7/14/2018,8/18/2018,0.79,Standard Class,Air,Bad,3
55714-4418,61786-020,2995,4479,2,97467.17,7/14/2018,8/18/2018,0.7,Same Day,Truck,Good,3
14290-376,0615-6557,3408,4744,1,93138.32,7/15/2018,8/19/2018,0.62,Standard Class,Truck,Okay,3
68382-022,76237-153,3810,4193,1,97848.78,7/15/2018,8/19/2018,0.65,Second Class,Air,Very Good,3
0268-6706,24208-544,3736,3596,1,86111.3,7/16/2018,8/20/2018,0.73,Same Day,Air,Bad,3
55154-8273,0187-2205,1773,3791,1,70313.29,7/16/2018,8/20/2018,0.8,Same Day,Air,Bad,3
61245-145,50181-0038,3848,4376,2,92979.58,7/16/2018,8/20/2018,0.61,Same Day,Truck,Very Bad,3
16590-016,37012-335,3612,3720,1,97421.62,7/17/2018,8/21/2018,0.68,Second Class,Air,Good,3
55714-4409,49288-0176,2206,3526,2,82980.69,7/17/2018,8/21/2018,0.6,Second Class,Air,Very Bad,3
68788-9525,0378-4513,3620,4353,1,81973.94,7/17/2018,8/21/2018,0.73,First Class,Truck,Bad,3
0378-0344,49349-336,3691,3981,1,95566.11,7/18/2018,8/22/2018,0.73,Standard Class,Air,Good,3
54868-6296,35356-926,1542,4891,1,80797.44,7/18/2018,8/22/2018,0.62,First Class,Truck,Very Bad,3
55154-2860,0781-5348,2240,4140,1,79811.63,7/18/2018,8/22/2018,0.69,First Class,Air,Good,3
0135-0532,13734-023,1772,3695,2,82698.25,7/20/2018,8/24/2018,0.72,Second Class,Truck,Okay,3
76420-611,10096-0158,1699,4050,2,85520.13,7/20/2018,8/24/2018,0.8,Second Class,Air,Very Bad,3
30142-154,59762-2310,1978,3832,1,85613.37,7/21/2018,8/25/2018,0.79,First Class,Air,Good,3
42998-974,0268-6701,2173,3575,1,99226.75,7/21/2018,8/25/2018,0.65,Same Day,Air,Very Bad,3
0264-9010,0179-0080,1013,4822,2,88673.85,7/22/2018,8/26/2018,0.63,Second Class,Truck,Okay,3
54868-4096,37000-555,3450,4573,2,76544.48,7/22/2018,8/26/2018,0.69,Same Day,Truck,Okay,3
63629-1595,68016-115,3078,4898,1,83571.31,7/22/2018,8/26/2018,0.62,Same Day,Air,Very Bad,3
10370-116,68180-403,3412,3741,2,95981.93,7/23/2018,8/27/2018,0.63,First Class,Air,Okay,3
55513-924,59535-8101,3165,4683,2,97268.15,7/23/2018,8/27/2018,0.8,Standard Class,Air,Bad,3
64205-006,52584-053,1755,3749,1,97478.79,7/23/2018,8/27/2018,0.7,First Class,Air,Okay,3
68645-021,59779-101,2522,4946,2,73055.45,7/23/2018,8/27/2018,0.62,Standard Class,Truck,Good,3
0904-5186,68084-009,2128,4735,2,95623.56,7/24/2018,8/28/2018,0.68,Standard Class,Air,Very Bad,3
11489-074,52731-7003,2394,3808,2,84888.19,7/24/2018,8/28/2018,0.73,First Class,Truck,Good,3
43742-0343,0220-9081,1647,3762,2,94181.73,7/24/2018,8/28/2018,0.72,First Class,Truck,Bad,3
60432-604,68258-8973,2408,4374,2,85890.77,7/24/2018,8/28/2018,0.72,Second Class,Air,Good,3
0268-1138,50114-8500,1206,3621,1,73244.16,7/25/2018,8/29/2018,0.71,First Class,Truck,Okay,3
12462-201,64942-0894,3473,3831,1,82658.39,7/25/2018,8/29/2018,0.61,Standard Class,Air,Bad,3
46122-255,0430-0115,1102,4241,1,99909.18,7/25/2018,8/29/2018,0.78,Same Day,Air,Bad,3
65113-2428,10096-0280,3069,4569,1,86358.01,7/25/2018,8/29/2018,0.67,Second Class,Air,Okay,3
67877-169,0121-4675,3088,3948,2,71428.8,7/25/2018,8/29/2018,0.77,Standard Class,Air,Okay,3
68151-5113,55312-571,2253,3780,1,87804.77,7/25/2018,8/29/2018,0.73,Same Day,Air,Okay,3
0179-1435,54340-809,1094,4754,2,76636.25,7/26/2018,8/30/2018,0.74,Second Class,Truck,Good,3
0378-2017,10812-604,3957,4247,1,77976.93,7/26/2018,8/30/2018,0.64,First Class,Truck,Good,3
0591-3748,75866-306,1884,4644,1,77836.38,7/26/2018,8/30/2018,0.78,Second Class,Truck,Okay,3
0703-4852,52549-4118,3971,3914,1,85288.96,7/26/2018,8/30/2018,0.77,Same Day,Truck,Okay,3
60793-130,55154-2734,1043,4544,2,93847.98,7/27/2018,8/31/2018,0.69,First Class,Air,Very Good,3
63868-093,65862-406,2446,4208,2,85390.58,7/27/2018,8/31/2018,0.73,First Class,Air,Bad,3
13537-422,49873-608,3074,4510,2,97832.84,7/28/2018,8/19/2018,0.69,Standard Class,Air,Good,3
0363-0438,0574-0427,1624,4631,1,87218.58,7/29/2018,10/9/2018,0.76,Same Day,Air,Bad,3
48951-7023,48951-6040,1518,4131,2,70188.06,7/29/2018,10/9/2018,0.7,Second Class,Truck,Bad,3
49288-0349,68345-965,3033,4731,2,86056.04,7/29/2018,10/9/2018,0.65,Same Day,Truck,Bad,3
49348-847,68258-3024,2477,4472,2,97818.59,7/29/2018,10/9/2018,0.71,First Class,Air,Good,3
49967-075,14783-323,3087,4809,1,90730.17,7/29/2018,10/9/2018,0.76,First Class,Air,Very Bad,3
52125-051,48951-1037,2355,3911,1,88206.45,7/29/2018,10/9/2018,0.63,Same Day,Truck,Okay,3
49967-033,0591-3602,2196,4311,1,70183.93,7/30/2018,11/9/2018,0.68,First Class,Truck,Very Good,3
51815-216,51769-980,1044,4528,1,93524.98,7/30/2018,11/9/2018,0.63,Same Day,Truck,Bad,3
53346-1351,68084-513,2706,3587,2,99463.07,7/30/2018,11/9/2018,0.65,Same Day,Truck,Okay,3
67938-0942,42602-003,2088,4728,2,73282.04,7/30/2018,11/9/2018,0.7,Standard Class,Air,Good,3
50268-453,0268-1046,3509,4792,1,82609.91,7/31/2018,12/9/2019,0.66,Same Day,Truck,Very Good,3
55154-3226,24987-437,2792,3976,1,84919.98,7/31/2018,12/9/2019,0.68,First Class,Truck,Very Good,3
60637-013,55316-994,2869,4270,2,71980.56,7/31/2018,12/9/2019,0.69,Standard Class,Truck,Very Bad,3
66336-393,16714-613,1098,3584,1,79950.13,7/31/2018,12/9/2019,0.71,First Class,Air,Very Bad,3
0093-1026,60432-455,3062,4722,2,89156.58,8/8/2018,11/9/2018,0.72,First Class,Air,Bad,3
54868-3363,52686-320,2524,3799,2,91029.1,9/8/2018,11/9/2018,0.64,First Class,Truck,Good,3
0172-3759,58118-0517,1757,4304,2,74364.7,7/8/2018,12/9/2019,0.63,Second Class,Air,Very Good,3
15127-989,60429-369,3161,3821,2,98148.53,7/8/2018,12/9/2019,0.76,Same Day,Truck,Okay,3
21695-604,52533-024,2643,4828,1,72043.78,7/8/2018,12/9/2019,0.76,First Class,Air,Good,3
31722-731,54868-6077,3492,4462,2,90638.34,7/8/2018,12/9/2019,0.6,Second Class,Air,Very Good,3
54868-6209,53150-411,3887,4986,2,91677.79,7/8/2018,12/9/2019,0.78,Second Class,Air,Very Good,3
0093-5539,0363-0604,1007,4634,1,98256.4,9/8/2018,12/9/2019,0.73,Same Day,Air,Very Good,3
40085-215,42627-229,2585,4764,2,91443.42,9/8/2018,12/9/2019,0.71,First Class,Air,Okay,3
55154-6027,36987-2212,3993,3677,2,92787.92,9/8/2018,12/9/2019,0.77,Standard Class,Air,Bad,3
66715-9735,29149-001,3823,4673,2,99288.67,9/8/2018,12/9/2019,0.72,Same Day,Air,Very Bad,3
24208-732,41250-117,2389,4478,2,81891.92,7/8/2018,9/9/2018,0.66,Standard Class,Truck,Okay,3
49035-439,49349-774,2205,4458,2,80360.97,7/8/2018,9/9/2018,0.79,First Class,Truck,Good,3
59279-514,64764-151,2631,4076,2,83440.73,7/8/2018,9/9/2018,0.79,First Class,Truck,Bad,3
50169-0005,0228-2672,1253,4403,2,85606.91,7/8/2018,10/9/2018,0.66,Same Day,Air,Very Good,3
53808-0799,65862-521,3981,4326,2,70142.69,7/8/2018,10/9/2018,0.77,Second Class,Air,Bad,3
10096-9182,54569-2483,1917,3956,1,86306.45,8/8/2018,12/9/2019,0.64,Standard Class,Air,Okay,3
52054-512,0023-4964,3609,3656,1,99448.61,8/8/2018,12/9/2019,0.65,Same Day,Air,Good,3
46122-028,36800-647,2639,4109,2,70854.3,9/8/2018,9/13/2018,0.76,Same Day,Truck,Very Bad,3
49884-984,57844-115,1376,3523,1,77311.07,9/8/2018,9/13/2018,0.77,Second Class,Truck,Very Good,3
51346-230,52533-103,1049,4264,1,97178.73,9/8/2018,9/13/2018,0.64,Second Class,Air,Okay,3
68001-252,0268-6686,3185,3950,2,72271.55,9/8/2018,9/14/2018,0.66,First Class,Air,Very Good,3
76329-3301,63323-086,3500,4697,1,73998.81,9/8/2018,9/14/2018,0.67,First Class,Truck,Good,3
41163-445,26509-0003,2423,4812,1,82603.45,8/8/2018,9/15/2018,0.78,Standard Class,Air,Okay,3
42346-200,37808-595,3639,4496,2,87331.7,8/8/2018,9/15/2018,0.66,Same Day,Truck,Bad,3
49349-277,37000-199,1463,4651,1,80696.46,8/8/2018,9/15/2018,0.66,Standard Class,Air,Okay,3
49999-378,36800-010,3309,4411,1,93110.71,8/8/2018,9/15/2018,0.69,Second Class,Truck,Bad,3
24236-350,65649-802,2617,4079,1,96563.36,7/8/2018,9/16/2018,0.75,Second Class,Air,Bad,3
37808-604,76461-910,3696,4216,2,94256.82,7/8/2018,9/16/2018,0.65,Standard Class,Truck,Very Bad,3
58118-0404,43742-0059,1450,4979,2,83258.12,7/8/2018,9/16/2018,0.77,Same Day,Air,Good,3
59316-103,50563-149,1705,3529,1,87756.71,7/8/2018,9/16/2018,0.73,First Class,Truck,Bad,3
66975-354,16590-244,2924,3924,2,84730.82,7/8/2018,9/16/2018,0.75,Standard Class,Truck,Very Good,3
43598-316,16590-987,1015,4852,1,95061.18,8/13/2018,9/17/2018,0.74,Standard Class,Air,Bad,3
68788-0046,0268-0030,1656,4614,2,90061.03,8/14/2018,9/18/2018,0.62,Second Class,Truck,Okay,3
36987-2115,54868-6253,1576,4671,2,70228.82,8/15/2018,9/19/2018,0.6,Standard Class,Truck,Very Good,3
11822-0580,65811-0001,2035,4889,2,94778.54,8/16/2018,9/20/2018,0.71,Standard Class,Air,Good,3
42043-251,58411-135,1351,4714,1,96824.49,8/16/2018,9/20/2018,0.75,Second Class,Air,Okay,3
47335-924,59746-383,3927,4705,2,89372.28,8/16/2018,9/20/2018,0.66,Standard Class,Air,Okay,3
55154-2364,0173-0756,1696,4108,2,94491.14,8/16/2018,9/20/2018,0.74,First Class,Truck,Bad,3
55316-647,50988-176,2727,3687,1,76442.08,8/16/2018,9/20/2018,0.7,First Class,Truck,Very Good,3
67234-014,33992-0100,2255,4243,2,81948.28,8/16/2018,9/20/2018,0.8,Standard Class,Air,Good,3
52376-036,0904-5980,1783,3820,1,77630.78,8/17/2018,9/21/2018,0.65,Standard Class,Air,Very Good,3
42254-168,51141-5000,2880,4092,1,75926.78,8/19/2018,9/23/2018,0.75,First Class,Air,Very Good,3
52959-737,42411-043,1940,4494,1,75231.6,8/19/2018,9/23/2018,0.64,Same Day,Truck,Good,3
55154-5472,10586-9102,1247,3646,2,99557.84,8/19/2018,9/23/2018,0.67,First Class,Truck,Good,3
64092-802,67457-483,2090,4119,2,73797.53,8/19/2018,9/23/2018,0.77,Second Class,Air,Very Good,3
49999-192,52533-080,3556,4117,2,98611.79,8/20/2018,9/24/2018,0.69,Second Class,Truck,Okay,3
98132-2132,63044-203,3384,3524,1,93811.03,8/20/2018,9/24/2018,0.78,Standard Class,Truck,Very Bad,3
0173-0453,61328-001,1416,4281,1,79549.75,8/21/2018,9/25/2018,0.67,Same Day,Truck,Good,3
0187-2615,11564-003,3592,4878,1,77755.58,8/21/2018,9/25/2018,0.77,Same Day,Truck,Very Good,3
0085-1110,54868-6162,3540,3681,2,93837.13,8/22/2018,9/26/2018,0.7,Same Day,Truck,Okay,3
61722-002,52380-3101,3816,4987,2,75262.78,8/23/2018,9/27/2018,0.65,First Class,Air,Very Bad,3
63629-4582,68387-695,2646,3686,1,96373.59,8/23/2018,9/27/2018,0.65,Second Class,Truck,Good,3
52959-655,0781-5949,2026,3608,1,83931.75,8/24/2018,9/28/2018,0.71,Standard Class,Truck,Bad,3
59535-4311,41163-603,2965,4912,1,71478.22,8/24/2018,9/28/2018,0.73,Same Day,Truck,Very Bad,3
0378-1150,55289-531,3358,4522,1,79288.71,8/25/2018,9/29/2018,0.8,Same Day,Air,Okay,3
59630-574,52125-866,2243,3736,2,89866.09,8/25/2018,9/29/2018,0.68,Second Class,Truck,Good,3
50436-0165,12634-537,3767,4940,2,92408.66,8/26/2018,9/30/2018,0.71,First Class,Truck,Okay,3
10191-1829,42549-604,3604,4874,1,96617.38,8/27/2018,10/10/2018,0.75,First Class,Air,Very Bad,3
53489-176,0093-5517,3340,4836,1,90018.2,8/27/2018,11/11/2018,0.76,First Class,Truck,Very Bad,3
55289-410,37205-458,3089,4971,2,94604.04,8/27/2018,1/4/2019,0.7,Same Day,Air,Very Bad,3
17856-5180,49778-001,1343,4689,1,82167.85,8/28/2018,10/10/2018,0.6,Standard Class,Truck,Very Bad,3
51141-3771,24571-111,2732,4087,2,89425.62,8/28/2018,10/10/2018,0.75,First Class,Truck,Bad,3
51991-192,42851-152,2931,4271,2,78069.68,8/28/2018,10/10/2018,0.67,Standard Class,Air,Bad,3
52747-902,0310-0282,3831,4803,1,85460.84,8/28/2018,10/10/2018,0.65,Standard Class,Air,Okay,3
52376-021,42507-374,1240,3869,1,91388.35,8/29/2018,11/10/2018,0.78,Standard Class,Air,Good,3
56062-288,54118-7188,3162,3580,2,89620.24,8/29/2018,11/10/2018,0.71,Second Class,Truck,Bad,3
63629-1398,36987-3322,2062,3694,2,79547.17,8/29/2018,11/10/2018,0.73,Same Day,Air,Very Bad,3
